Ticker	Yearly Change	Percentage Charge	Stock Volume	Quote at BoY	Quote at EoY	LTM_Max	LTM_Min			Ticker	Value
BLL	16.51	31.96%	 245,705,300 	51.66	68.17	70.15	48.27				
BLOX	-12.81	-38.79%	 346,644,800 	33.02	20.21	38.56	11.91				
BLW	-1.4	-8.18%	 32,431,300 	17.12	15.72	17.58	15.25				
BLX	2.08	7.42%	 34,665,200 	28.02	30.1	34.41	24.6				
BMA	19.46	80.18%	 49,303,900 	24.27	43.73	46.02	16.97				
BME	7.26	20.49%	 4,816,800 	35.44	42.7	46.41	34.02				
BMI	4.85	8.90%	 11,576,800 	54.5	59.35	60.04	47.58				
BML-G	0.89	5.09%	 3,208,400 	17.47	18.36	19.75	17.47				
BML-H	0.72	4.10%	 5,275,000 	17.58	18.3	19.95	17.51				
BML-I	2.04	8.77%	 9,347,100 	23.25	25.29	25.49	23.25				
BML-J	0.94	4.86%	 5,008,200 	19.36	20.3	22.26	19.36				
BML-L	0.59	3.01%	 13,213,400 	19.57	20.16	21.94	19.57				
BMO	4.07	6.11%	 107,143,500 	66.66	70.73	78.03	60.8				
BMS	4.25	10.38%	 211,726,100 	40.96	45.21	46.08	37.17				
BMY	5.88	11.06%	 1,937,670,900 	53.15	59.03	61.3	46.59				
BNJ	2.09	15.95%	 4,744,500 	13.1	15.19	15.21	13.1				
BNS	-5.47	-8.75%	 117,800,600 	62.55	57.08	68.33	54.36				
BNY	1.91	15.34%	 6,424,000 	12.45	14.36	14.43	12.45				
BOE	-1.83	-12.23%	 57,401,800 	14.96	13.13	15.22	12.65				
BOH	0.17	0.29%	 57,690,700 	59.14	59.31	61.52	53.53				
BOI	-0.13	-0.78%	 23,079,800 	16.57	16.44	17.72	16.07				
BOOT	0.75	4.30%	 14,656,900 	17.45	18.2	22.2	17.04				
BORN	-1.22	-48.80%	 46,953,100 	2.5	1.28	3.65	1.28				
BOXC	-1.9	-7.60%	 368,400 	25	23.1	26.69	22.59				
BP	-10.49	-21.58%	 1,483,475,500 	48.61	38.12	53.38	34.94				
BPI	-6.39	-36.08%	 54,091,200 	17.71	11.32	19.98	10.67				
BPK	0.19	1.19%	 6,638,100 	15.94	16.13	16.5	15.81				
BPL	4.65	6.55%	 111,526,100 	71.01	75.66	83.91	66.87				
BPT	-11.99	-15.06%	 35,752,600 	79.63	67.64	102.8	61.13				
BPY	2.93	14.69%	 125,269,800 	19.94	22.87	23.63	18.61				
BQH	1.75	13.97%	 2,114,300 	12.53	14.28	14.28	12.51				
BR	6.66	16.85%	 152,368,300 	39.52	46.18	46.54	35.28				
BRC	-3.59	-11.61%	 65,356,900 	30.93	27.34	31.61	21.19				
BRFS	2.48	11.88%	 373,636,600 	20.87	23.35	27.19	16.71				
BRK.A	48100	27.04%	 76,100 	177900	226000	229300	10000				
BRK.B	31.59	26.64%	 876,894,000 	118.56	150.15	152.67	108.78				
BRO	1.52	4.84%	 208,648,500 	31.39	32.91	33.26	28.28				
BRS	-9.27	-12.35%	 80,228,100 	75.06	65.79	80.62	58.58				
BRSS	-3.39	-20.48%	 38,592,900 	16.55	13.16	17.98	11.72				
BRT	-0.09	-1.27%	 3,471,300 	7.07	6.98	7.67	6.9				
BRX	4.51	22.18%	 222,534,300 	20.33	24.84	25.24	20.13				
BSAC	-3.85	-16.33%	 107,637,900 	23.57	19.72	26.91	19.19				
BSBR	-1.08	-17.70%	 1,756,872,400 	6.1	5.02	7.13	4.49				
BSD	1.95	16.08%	 5,080,800 	12.13	14.08	14.11	12.08				
BSE	1.19	9.86%	 4,218,000 	12.07	13.26	13.37	12.07				
BSL	-2.11	-11.19%	 17,170,500 	18.85	16.74	19.42	16.32				
BSMX	-3.28	-24.05%	 413,313,400 	13.64	10.36	15.06	9.43				
BST	-2.41	-12.05%	 6,882,300 	20	17.59	20.21	16.61				
BSX	1.23	10.23%	 3,034,627,300 	12.02	13.25	13.98	11.37				
BT	-0.57	-1.81%	 30,145,800 	31.565	30.995	34.875	28.995				
BTA	1.1	10.78%	 10,086,300 	10.2	11.3	11.54	10.2				
BTE	-22.55	-57.58%	 107,617,500 	39.16	16.61	46.15	13.14				
BTO	0.01	0.04%	 14,204,500 	23.55	23.56	24.32	20.92				
BTT	2.97	17.35%	 50,410,300 	17.12	20.09	20.47	17.12				
BTZ	-0.14	-1.07%	 62,347,200 	13.06	12.92	13.8	12.86				
BUD	5.86	5.50%	 318,325,800 	106.46	112.32	116.99	94.17				
BUI	2.87	16.06%	 15,533,400 	17.87	20.74	20.96	17.75				
BURL	15.26	47.69%	 142,763,300 	32	47.26	49	24.26				
BVN	-1.66	-14.80%	 467,712,700 	11.22	9.56	14.56	8.84				
BWA	-0.96	-1.72%	 385,048,200 	55.91	54.95	67.38	50.24				
BWG	-0.16	-0.95%	 21,298,400 	16.87	16.71	18.42	15.63				
BWP	-7.75	-30.37%	 454,084,900 	25.52	17.77	25.52	12.24				
BX	2.33	7.40%	 1,258,496,400 	31.5	33.83	36.02	28.52				
BXC	-7.9	-40.51%	 31,778,000 	19.5	11.6	19.5	11				
BXE	-2.3	-38.72%	 33,231,000 	5.94	3.64	5.94	2.99				
BXMT	2.01	7.41%	 113,664,100 	27.13	29.14	29.9	26.75				
BXMX	-0.41	-3.27%	 2,114,500 	12.52	12.11	12.58	12.11				
BXP	28.32	28.22%	 197,218,000 	100.37	128.69	136.28	100.37				
BXP-B	4.2	22.08%	 5,805,600 	19.02	23.22	24.28	19.02				
BXS	-2.91	-11.45%	 156,613,400 	25.42	22.51	25.9	19.62				
BYD	1.52	13.50%	 540,579,500 	11.26	12.78	14.39	8.9				
BYM	1.7	13.41%	 15,589,500 	12.68	14.38	14.38	12.68				
BZH	-5.06	-20.72%	 172,564,600 	24.42	19.36	24.71	15.35				
C	2	3.84%	 5,169,847,200 	52.11	54.11	56.37	45.68				
C-C	3.16	14.88%	 22,702,500 	21.24	24.4	24.57	21.24				
C-J	1.18	4.55%	 27,584,500 	25.94	27.12	27.99	25.94				
C-K	1.24	4.89%	 107,678,000 	25.34	26.58	27.2	25.16				
C-L	1.3	5.21%	 43,992,700 	24.93	26.23	26.23	24.87				
C-N	-0.67	-2.46%	 55,988,900 	27.25	26.58	27.8	26.46				
C-P	-0.47	-1.65%	 1,648,600 	28.5	28.03	30	28				
C-S	0.21	0.84%	 3,548,900 	25.1	25.31	25.33	25				
C.A	0.22	33.85%	 91,388,100 	0.65	0.87	1	0.61				
CAB	-13.95	-20.93%	 229,968,200 	66.66	52.71	71.54	46.6				
CACI	12.96	17.70%	 77,240,800 	73.22	86.18	90.39	68.3				
CAE	0.27	2.12%	 8,773,500 	12.74	13.01	13.9	11.98				
CAF	6.56	27.55%	 49,054,700 	23.81	30.37	30.75	20.96				
CAG	2.58	7.66%	 875,341,100 	33.7	36.28	37.29	28.26				
CAH	13.92	20.84%	 516,825,300 	66.81	80.73	83.04	63.8				
CAJ	-0.34	-1.06%	 70,627,800 	32	31.66	33.77	28.9				
CALX	0.38	3.94%	 97,256,300 	9.64	10.02	11.44	7.42				
CAPL	5.47	15.71%	 5,114,800 	34.82	40.29	40.29	31.5				
CAS	-6.79	-45.97%	 45,530,900 	14.77	7.98	15.55	6.44				
CAT	0.72	0.79%	 1,259,178,100 	90.81	91.53	111.4	86.17				
CATO	10.38	32.64%	 42,068,800 	31.8	42.18	42.48	25.77				
CB	6.84	7.08%	 295,104,300 	96.63	103.47	105	83				
CBA	-1.88	-10.54%	 58,234,200 	17.84	15.96	19.2	14.95				
CBB	-1.85	-10.39%	 258,915,200 	17.8	15.95	20.5	14.85				
CBB-B	4.03	8.91%	 626,600 	45.21	49.24	49.9	44.5				
CBD	-7.84	-17.55%	 141,936,300 	44.67	36.83	51.23	35.35				
CBG	7.95	30.23%	 505,349,100 	26.3	34.25	35.06	25.47				
CBI	-41.16	-49.51%	 439,226,200 	83.14	41.98	87.65	37.78				
CBK	-2.83	-33.14%	 88,529,400 	8.54	5.71	11.22	4.29				
CBL	1.46	8.13%	 450,966,400 	17.96	19.42	19.91	16.4				
CBL-D	1.45	6.11%	 7,030,000 	23.75	25.2	25.87	23.75				
CBL-E	3.86	18.16%	 5,033,800 	21.26	25.12	25.46	21.26				
CBM	3.79	21.26%	 70,515,400 	17.83	21.62	24.12	16.25				
CBO	-22.4	-95.73%	 533,600 	23.4	1	23.94	1				
CBPX	2.54	16.72%	 51,630,200 	15.19	17.73	20.02	12.58				
CBR	-0.59	-14.25%	 57,849,000 	4.14	3.55	5.04	2.95				
CBS	-8.4	-13.18%	 2,180,691,000 	63.74	55.34	67.55	48.91				
CBS.A	-7.42	-11.66%	 1,611,900 	63.64	56.22	67.66	49.75				
CBT	-7.54	-14.67%	 83,753,300 	51.4	43.86	60.3	39.64				
CBU	-1.55	-3.91%	 36,525,800 	39.68	38.13	39.91	32.84				
CBX	0.2	20.00%	 5,200 	1	1.2	1.2	1				
CBZ	-0.56	-6.14%	 72,052,400 	9.12	8.56	9.41	7.86				
CCC	0.21	1.02%	 70,919,300 	20.57	20.78	22.93	18.8				
CCE	0.09	0.20%	 560,488,100 	44.13	44.22	48.8	40.01				
CCI	5.27	7.18%	 650,723,800 	73.43	78.7	84.75	68.96				
CCI-A	2.2	2.19%	 14,178,100 	100.38	102.58	106.06	95.97				
CCJ	-4.36	-20.99%	 528,552,400 	20.77	16.41	24.98	15.01				
CCK	6.33	14.20%	 265,846,300 	44.57	50.9	52.31	40.12				
CCL	5.16	12.85%	 999,333,400 	40.17	45.33	45.95	33.88				
CCM	0.93	16.97%	 26,669,300 	5.48	6.41	9.96	5.2				
CCO	0.45	4.44%	 48,357,900 	10.14	10.59	10.59	6.34				
CCS	-3.97	-18.68%	 21,640,600 	21.25	17.28	22.99	15.65				
CCU	-5.56	-23.06%	 42,547,000 	24.11	18.55	24.11	18.2				
CCV	4.7	22.77%	 8,069,200 	20.64	25.34	25.69	20.64				
CCZ	11.48	29.05%	 818,800 	39.52	51	53	39				
CDE	-5.74	-52.90%	 532,567,200 	10.85	5.11	11.92	3.4				
CDI	-0.82	-4.43%	 12,885,000 	18.53	17.71	18.58	13.02				
CDR	1.08	17.25%	 88,544,200 	6.26	7.34	7.38	5.89				
CDR-B	3.28	14.26%	 4,346,400 	23	26.28	26.67	22.59				
CE	4.65	8.41%	 255,567,700 	55.31	59.96	66.05	48.83				
CEA	5	25.99%	 5,889,700 	19.24	24.24	26.3	14.91				
CEB	-4.9	-6.33%	 47,813,700 	77.43	72.53	80.34	58.05				
CEE	-10.77	-35.25%	 9,563,800 	30.55	19.78	30.55	19.78				
CEL	-5.27	-37.86%	 13,438,000 	13.92	8.65	13.95	8.49				
CELP	-7	-32.86%	 12,652,400 	21.3	14.3	25.22	12.32				
CEM	0.38	1.40%	 45,033,700 	27.22	27.6	30.11	24.05				
CEN	-0.56	-3.06%	 19,352,200 	18.31	17.75	20.57	16.9				
CEO	-52.22	-27.83%	 45,417,000 	187.66	135.44	201.5	126.7				
CEQP	-57.3	-41.43%	 129,605,800 	138.3	81	153.1	59.1				
CF	7.9	16.95%	 202,254,500 	46.608	54.508	56.552	44.984				
CFC-B	0.4	1.58%	 21,853,400 	25.35	25.75	26.14	25.11				
CFG	1.78	7.71%	 174,950,600 	23.08	24.86	25.51	21.8				
CFI	1.23	6.01%	 7,424,300 	20.45	21.68	21.68	17.15				
CFR	-3.79	-5.09%	 98,312,500 	74.43	70.64	81.67	68.06				
CFR-A	3.79	19.15%	 3,395,100 	19.79	23.58	24.55	19.79				
CFX	-12.12	-19.03%	 190,673,800 	63.69	51.57	74.92	47.2				
CGA	-2.1	-58.01%	 72,576,200 	3.62	1.52	3.9	1.4				
CGG	-366.4	-65.99%	 9,111,700 	555.2	188.8	558.72	177.92				
CGI	3.21	16.48%	 40,044,100 	19.48	22.69	24.37	18.49				
CHA	8.14	16.10%	 12,266,300 	50.57	58.71	66.61	40.35				
CHD	6.265	18.90%	 177,536,400 	33.14	39.405	40.265	31.03				
CHE	29.05	37.91%	 56,151,300 	76.62	105.67	110.83	73.31				
CHGG	-1.6	-18.80%	 141,060,100 	8.51	6.91	8.51	5.21				
CHH	6.91	14.07%	 37,056,400 	49.11	56.02	57.34	43.71				
CHK	-7.57	-27.89%	 2,561,026,600 	27.14	19.57	31.3	16.71				
CHK-D	-1.09	-1.18%	 1,184,500 	91.99	90.9	97.93	86.45				
CHKR	-5.23	-49.34%	 63,626,600 	10.6	5.37	12.4	4.99				
CHL	6.53	12.49%	 264,263,900 	52.29	58.82	64.91	41.55				
CHMI	0.69	3.88%	 11,984,400 	17.8	18.49	20.4	17.58				
CHMT	-3.19	-11.43%	 260,711,900 	27.92	24.73	27.92	21.49				
CHN	-2.58	-12.40%	 10,115,900 	20.81	18.23	22.46	17.64				
CHS	-2.63	-13.96%	 566,744,400 	18.84	16.21	19.37	14.56				
CHS-A	1.71	6.95%	 1,921,900 	24.59	26.3	27.39	24.36				
CHSP	11.92	47.13%	 89,423,000 	25.29	37.21	37.88	23.48				
CHT	-1.53	-4.94%	 27,963,200 	30.96	29.43	32.35	29.06				
CHU	-1.61	-10.69%	 118,647,700 	15.06	13.45	18.03	11.73				
CI	15.43	17.64%	 431,477,400 	87.48	102.91	105.2	75.64				
CIA	-1.15	-13.14%	 20,682,100 	8.75	7.6	8.75	6				
CIB	-1.14	-2.33%	 104,258,700 	49.02	47.88	65.88	43.22				
CIE	-7.56	-45.96%	 918,592,000 	16.45	8.89	19.46	7.63				
CIEN	-4.52	-18.89%	 895,275,400 	23.93	19.41	26.2	14.16				
CIF	-0.23	-7.96%	 13,374,100 	2.89	2.66	2.98	2.54				
CIG	-1.262	-20.25%	 1,353,367,500 	6.232	4.97	9.01	4.58				
CIG.C	-2.85	-34.76%	 759,900 	8.2	5.35	8.96	4.83				
CII	0.3	2.19%	 39,062,300 	13.67	13.97	15.47	13.21				
CIM	0.08	2.58%	 1,353,987,900 	3.1	3.18	3.39	2.99				
CIO	0.4	3.23%	 8,966,900 	12.4	12.8	13.61	11.91				
CIR	-20.5	-25.38%	 26,149,800 	80.78	60.28	82.09	56.02				
CIT	-4.3	-8.25%	 357,953,100 	52.13	47.83	52.15	41.52				
CIVI	0.42	2.53%	 20,100,700 	16.61	17.03	17.34	12.44				
CKH	-17.39	-19.07%	 40,875,800 	91.2	73.81	91.2	68.56				
CL	3.98	6.10%	 794,723,300 	65.21	69.19	71	60.17				
CLA	0.45	1.80%	 2,124,300 	25	25.45	25.7	24.87				
CLB	-70.61	-36.98%	 118,731,000 	190.95	120.34	216.51	110.04				
CLC	2.29	3.56%	 65,356,500 	64.35	66.64	68.32	53.08				
CLD	-8.82	-49.00%	 265,425,200 	18	9.18	21.96	9.1				
CLDT	8.52	41.66%	 64,378,900 	20.45	28.97	29.61	19.85				
CLF	-19.07	-72.76%	 2,065,318,900 	26.21	7.14	26.21	6.06				
CLGX	-3.94	-11.09%	 160,891,600 	35.53	31.59	35.86	26				
CLH	-11.91	-19.86%	 169,423,000 	59.96	48.05	64.51	44.98				
CLI	-2.42	-11.27%	 242,731,100 	21.48	19.06	22.57	18.02				
CLN-A	1.28	5.12%	 4,114,600 	25	26.28	28.05	25				
CLN-B	0.81	3.22%	 2,302,800 	25.17	25.98	26	24.19				
CLNY	3.53	17.40%	 303,414,700 	20.29	23.82	24.75	20.24				
CLR	-17.9	-31.82%	 471,492,800 	56.26	38.36	80.645	30.95				
CLS	1.34	12.88%	 63,379,600 	10.4	11.74	12.93	9.12				
CLW	16.05	30.57%	 36,099,500 	52.5	68.55	72.05	50.71				
CLX	11.45	12.34%	 282,423,300 	92.76	104.21	106.08	84.56				
CM	0.54	0.63%	 45,490,000 	85.41	85.95	97.61	77.14				
CMA	-0.7	-1.47%	 388,733,700 	47.54	46.84	52.37	43.06				
CMA.W	-1.1	-5.77%	 2,916,300 	19.05	17.95	23.15	14.15				
CMC	-4.04	-19.87%	 228,191,000 	20.33	16.29	20.58	14.58				
CMCM	1.02	7.23%	 149,288,100 	14.1	15.12	30.34	12.51				
CMG	151.73	28.48%	 119,315,000 	532.78	684.51	692.69	476.28				
CMI	3.2	2.27%	 370,685,800 	140.97	144.17	160.55	123.7				
CMN	9.35	27.57%	 28,756,100 	33.91	43.26	45.02	30.05				
CMO	0.2	1.66%	 231,029,000 	12.08	12.28	13.35	12.06				
CMO-E	1.94	8.49%	 4,914,200 	22.84	24.78	25.04	22.84				
CMP	6.78	8.47%	 66,658,500 	80.05	86.83	97.2	77.09				
CMR-B	1.41	6.15%	 1,536,600 	22.94	24.35	25.93	22.8				
CMR-C	0.77	3.09%	 6,786,700 	24.89	25.66	26.59	24.55				
CMRE	-0.66	-3.61%	 37,572,100 	18.27	17.61	24.36	17.61				
CMS	7.98	29.81%	 589,597,700 	26.77	34.75	36.42	26.12				
CMS-B	8.19	8.50%	 185,600 	96.32	104.51	107	93.5				
CMU	0.25	6.04%	 15,254,900 	4.14	4.39	4.59	4.14				
CNA	-4.18	-9.75%	 33,596,000 	42.89	38.71	43.08	36.29				
CNC	22.45	76.17%	 183,990,600 	29.475	51.925	53.575	27.83				
CNCO	-3.2	-29.38%	 19,294,800 	10.89	7.69	10.89	6.94				
CNHI	-3.29	-28.99%	 211,355,400 	11.35	8.06	11.9	7.46				
CNI	11.89	20.85%	 258,809,400 	57.02	68.91	74.89	51.8				
CNK	2.25	6.75%	 167,751,600 	33.33	35.58	36.37	27.73				
CNNX	-6.28	-20.66%	 26,195,600 	30.4	24.12	31.05	23.16				
CNO	-0.47	-2.66%	 368,378,800 	17.69	17.22	19.15	15.57				
CNP	0.25	1.08%	 1,015,884,000 	23.18	23.43	25.54	21.54				
CNQ	-2.96	-8.75%	 812,404,400 	33.84	30.88	46.23	27.31				
CNS	2.02	5.04%	 31,864,100 	40.06	42.08	44.38	34.71				
CNX	-4.23	-11.12%	 627,198,800 	38.04	33.81	47.45	32.13				
CO	0.51	12.72%	 27,073,000 	4.01	4.52	5.7	3.82				
CODI	-3.38	-17.22%	 38,433,600 	19.63	16.25	19.69	15.89				
COF	5.94	7.75%	 755,330,400 	76.61	82.55	84.95	68.66				
COF-C	0.09	0.37%	 33,702,500 	24.45	24.54	24.78	23.75				
COF-D	0.6	2.37%	 8,520,000 	25.3	25.9	25.9	25.3				
COF-P	2.66	12.24%	 30,302,000 	21.74	24.4	24.6	21.74				
COF.W	5.67	16.00%	 6,802,700 	35.44	41.11	42.88	28.25				
COG	-9.15	-23.61%	 1,596,342,400 	38.76	29.61	41.61	28.48				
COH	-18.57	-33.08%	 1,263,202,700 	56.13	37.56	56.38	33				
COL	10.56	14.29%	 200,584,300 	73.92	84.48	86.16	72.24				
COO	38.25	30.89%	 132,898,100 	123.84	162.09	170.15	117.3				
COP	-1.59	-2.25%	 1,566,568,000 	70.65	69.06	86.76	61.69				
COR	6.86	21.31%	 30,391,800 	32.19	39.05	39.56	29.9				
COR-A	2.95	13.05%	 3,452,600 	22.6	25.55	26.22	22.32				
CORR	-3.2	-8.99%	 59,428,500 	35.6	32.4	42.05	29.35				
COT	-1.18	-14.64%	 145,776,800 	8.06	6.88	8.47	6.04				
COTY	5.41	35.48%	 228,398,200 	15.25	20.66	20.88	13.25				
CP	41.37	27.34%	 208,538,100 	151.32	192.69	214.82	141.6				
CPA	-56.47	-35.27%	 141,981,700 	160.11	103.64	161.11	88.12				
CPAC	-3.11	-26.27%	 8,259,700 	11.84	8.73	11.84	8.21				
CPB	0.72	1.66%	 327,264,800 	43.28	44	46.61	39.84				
CPE	-1.08	-16.54%	 304,670,500 	6.53	5.45	11.94	4.14				
CPE-A	-5.32	-11.33%	 2,675,500 	46.95	41.63	56.66	34.76				
CPF	1.42	7.07%	 37,232,000 	20.08	21.5	21.61	17.35				
CPG	-12.75	-35.51%	 25,372,100 	35.91	23.16	44.49	18.8				
CPK	9.6467	24.11%	 7,767,000 	40.0133	49.66	52.6	37.78				
CPL	-2.44	-15.24%	 106,909,100 	16.01	13.57	20.19	12.56				
CPN	2.62	13.43%	 937,996,400 	19.51	22.13	24.29	18.53				
CPS	8.77	17.86%	 11,268,400 	49.11	57.88	70.65	48.1				
CPT	16.96	29.82%	 145,514,700 	56.88	73.84	77.87	56.88				
CR	-8.55	-12.71%	 87,328,800 	67.25	58.7	76.33	53.63				
CRC	-1.86	-25.24%	 278,136,400 	7.37	5.51	7.37	5.29				
CRCM	-16.02	-65.93%	 52,859,300 	24.3	8.28	28.71	7.54				
CRD.A	0.88	11.44%	 5,354,800 	7.69	8.57	9.83	6.99				
CRD.B	1.04	11.26%	 10,063,500 	9.24	10.28	12.12	7.88				
CRH	-1.54	-6.03%	 102,288,100 	25.55	24.01	29.72	20.47				
CRI	15.52	21.62%	 167,609,700 	71.79	87.31	87.31	64.84				
CRK	-57.4	-62.77%	 421,731,800 	91.45	34.05	145.95	26.05				
CRL	10.6	19.98%	 121,314,700 	53.04	63.64	65.59	50.74				
CRM	4.12	7.47%	 1,386,266,700 	55.19	59.31	66.22	49.13				
CRR	-76.48	-65.63%	 161,601,300 	116.53	40.05	154.12	34.1				
CRS	-12.95	-20.82%	 84,931,200 	62.2	49.25	66.64	42.4				
CRT	-12.09	-41.11%	 5,774,000 	29.41	17.32	37.87	17.32				
CRY	0.24	2.16%	 33,294,500 	11.09	11.33	11.93	8.55				
CS	-5.96	-19.20%	 245,229,900 	31.04	25.08	33.19	24.84				
CSC	7.17	12.83%	 279,141,800 	55.88	63.05	66.23	53.4				
CSI	1.03	5.63%	 7,689,700 	18.31	19.34	20.26	18.08				
CSL	10.84	13.65%	 80,341,000 	79.4	90.24	91.54	71.67				
CSLT	-28.1	-70.60%	 134,392,700 	39.8	11.7	39.8	10.5				
CSS	-1.04	-3.63%	 5,434,900 	28.68	27.64	32.62	23.05				
CST	6.89	18.76%	 178,224,700 	36.72	43.61	44.32	30				
CSTM	-6.84	-29.39%	 254,242,300 	23.27	16.43	32.39	15.42				
CSU	0.92	3.83%	 46,195,300 	23.99	24.91	26.72	20.41				
CSV	1.42	7.27%	 31,037,300 	19.53	20.95	21.92	15.62				
CTB	10.61	44.13%	 241,479,100 	24.04	34.65	34.98	22.27				
CTL	7.73	24.27%	 1,113,717,900 	31.85	39.58	41.81	28.09				
CTLT	7.89	39.47%	 80,080,300 	19.99	27.88	29.42	19.85				
CTR	-0.66	-2.99%	 28,487,500 	22.05	21.39	24.14	19.43				
CTS	-2.08	-10.45%	 21,235,400 	19.91	17.83	21.59	15.64				
CTT	-2.63	-18.85%	 43,773,200 	13.95	11.32	14.3	10.58				
CTU	4.08	18.66%	 9,888,800 	21.87	25.95	26.59	21.87				
CTV	1.28	5.25%	 12,348,500 	24.36	25.64	25.83	24.36				
CTW	3.49	14.90%	 11,064,700 	23.43	26.92	27.18	23.43				
CTX	4.15	18.92%	 10,053,000 	21.94	26.09	26.57	21.94				
CTY	5.15	27.18%	 33,444,900 	18.95	24.1	24.45	18.95				
CUB	-0.02	-0.04%	 29,883,600 	52.66	52.64	54.99	42.6				
CUB-A	1.83	7.28%	 2,251,700 	25.15	26.98	27.2	25.14				
CUBE	6.13	38.46%	 299,368,300 	15.94	22.07	22.92	15.63				
CUBI	-1	-4.89%	 29,703,300 	20.46	19.46	23.28	17.39				
CUBS	0.01	0.04%	 1,100 	26.45	26.46	26.46	26.45				
CUDA	-3.84	-9.68%	 51,077,000 	39.68	35.84	41.84	24.07				
CUK	3.54	8.54%	 50,644,400 	41.45	44.99	45.52	33.99				
CUZ	1.12	10.87%	 428,279,700 	10.3	11.42	13.21	10.17				
CVA	4.26	24.00%	 417,371,200 	17.75	22.01	25.1	16.48				
CVB	0.47	4.57%	 254,800 	10.29	10.76	11.02	10.2				
CVE	-8.03	-28.03%	 346,688,400 	28.65	20.62	32.57	16.54				
CVEO	-19.14	-82.32%	 345,131,900 	23.25	4.11	28	3.92				
CVG	-0.68	-3.23%	 135,960,500 	21.05	20.37	22.6	17.45				
CVI	-4.72	-10.87%	 105,355,600 	43.43	38.71	50.8	35.68				
CVO	-10.72	-38.95%	 111,569,400 	27.52	16.8	30.8	11.2				
CVRR	-5.82	-25.73%	 122,660,000 	22.62	16.8	28.23	16.8				
CVS	24.74	34.57%	 1,174,615,300 	71.57	96.31	98.25	65.44				
CVT	-8.55	-23.50%	 65,589,400 	36.39	27.84	43.84	22.26				
CVX	-12.73	-10.19%	 1,646,086,700 	124.91	112.18	134.85	100.86				
CW	8.36	13.43%	 73,713,500 	62.23	70.59	73.16	58.77				
CWEI	-18.15	-22.15%	 27,910,500 	81.95	63.8	144.59	50.12				
CWH	3.55	15.23%	 163,268,800 	23.31	26.86	28.06	22.4				
CWT	1.54	6.68%	 45,444,200 	23.07	24.61	26.09	20.44				
CX	-1.64	-13.86%	 2,860,798,000 	11.83	10.19	13.59	9.96				
CXE	0.41	9.17%	 19,046,700 	4.47	4.88	4.99	4.47				
CXH	0.75	8.70%	 6,204,600 	8.62	9.37	9.49	8.57				
CXO	-8.25	-7.64%	 334,470,800 	108	99.75	148	83.01				
CXP	0.35	1.40%	 181,780,600 	25	25.35	29.13	23.12				
CXW	4.27	13.31%	 156,450,900 	32.07	36.34	38.33	31.13				
CYD	-1.87	-8.96%	 12,899,800 	20.87	19	24.3	16.82				
CYH	14.65	37.31%	 453,763,200 	39.27	53.92	57.45	35.22				
CYS	1.31	17.68%	 558,974,800 	7.41	8.72	9.43	7.41				
CYS-A	3.56	17.12%	 2,115,200 	20.79	24.35	24.82	20.79				
CYS-B	4.02	20.41%	 5,896,600 	19.7	23.72	24.09	19.7				
CZZ	-5.97	-43.51%	 355,665,300 	13.72	7.75	14.66	6.18				
D	12.21	18.87%	 619,043,300 	64.69	76.9	80.23	63.51				
DAC	0.57	11.63%	 7,033,100 	4.9	5.47	7.63	4.13				
DAL	21.72	79.07%	 3,261,072,400 	27.47	49.19	49.23	27.47				
DAN	2.12	10.81%	 525,389,100 	19.62	21.74	24.6	17.21				
DAR	-2.72	-13.03%	 311,019,400 	20.88	18.16	21.27	16.75				
DATA	15.83	22.97%	 363,316,100 	68.93	84.76	100.28	54.13				
DB	-18.22	-37.77%	 428,230,700 	48.24	30.02	54.39	29.6				
DBD	1.63	4.94%	 158,804,700 	33.01	34.64	40.61	32.35				
DBL	2.24	10.04%	 21,004,400 	22.32	24.56	25.21	22.25				
DCA	0.59	15.01%	 32,875,300 	3.93	4.52	4.93	3.91				
DCI	-4.83	-11.11%	 109,861,300 	43.46	38.63	43.46	36.5				
DCM	-1.91	-11.57%	 55,503,500 	16.51	14.6	18.03	14.6				
DCO	-4.53	-15.20%	 15,154,400 	29.81	25.28	31.62	22.92				
DCT	7.14	25.04%	 1,266,050,100 	28.52	35.66	36.47	27.64				
DCUC	0.01	0.02%	 14,558,200 	52	52.01	54.34	48.01				
DD	8.97	13.81%	 1,063,877,100 	64.97	73.94	75.19	59.57				
DD-A	8.45	11.57%	 328,000 	73.05	81.5	85.85	71.3				
DD-B	18.5	21.64%	 441,600 	85.5	104	104	85.5				
DDC	3.6	25.07%	 73,495,100 	14.36	17.96	18.45	11.99				
DDD	-60.06	-64.63%	 1,076,192,200 	92.93	32.87	96.42	28.38				
DDE	-0.65	-43.92%	 9,493,800 	1.48	0.83	1.65	0.66				
DDF	0.46	4.90%	 7,342,600 	9.39	9.85	10.72	9				
DDR	2.99	19.45%	 769,058,600 	15.37	18.36	18.7	15.06				
DDR-J	3.67	16.83%	 5,242,200 	21.8	25.47	25.9	21.8				
DDR-K	4.14	19.83%	 4,688,700 	20.88	25.02	25.44	20.88				
DDS	27.97	28.77%	 148,018,900 	97.21	125.18	125.81	83.6				
DDT	0.69	2.72%	 1,305,500 	25.35	26.04	26.17	25.25				
DE	-2.86	-3.13%	 800,157,500 	91.33	88.47	94.53	80.01				
