Ticker	Yearly Change	Percentage Charge	Stock Volume	Quote at BoY	Quote at EoY	LTM_Max	LTM_Min			Ticker	Value
DDR-K	-1.27	-5.06%	 4,569,400 	25.1	23.83	27	23.67				
DDS	-3.02	-4.60%	 146,040,700 	65.71	62.69	87.74	55.45				
DDT	-0.88	-3.27%	 1,713,200 	26.88	26	27.01	25.3				
DE	26.77	35.10%	 829,664,300 	76.27	103.04	103.92	71.78				
DEA	2.84	16.53%	 50,281,000 	17.18	20.02	20.6	16.53				
DECK	8.19	17.35%	 186,964,100 	47.2	55.39	68.57	42.27				
DEI	5.38	17.25%	 222,177,000 	31.18	36.56	38.7	24.95				
DEL	18.2	30.92%	 10,797,100 	58.87	77.07	79.74	51.35				
DEO	-5.13	-4.70%	 182,238,100 	109.07	103.94	116.99	99.95				
DEX	0.76	8.13%	 17,958,200 	9.35	10.11	10.54	8.04				
DF	4.63	27.00%	 535,759,000 	17.15	21.78	22	15.88				
DFIN	0.01	0.04%	 34,169,200 	22.97	22.98	25.02	18.54				
DFP	0.87	3.80%	 19,567,800 	22.9	23.77	25.29	21.86				
DFS	18.47	34.45%	 792,199,700 	53.62	72.09	73.18	43.25				
DFS-B	-0.76	-2.87%	 11,683,100 	26.44	25.68	26.95	24.85				
DFT	12.14	38.19%	 213,278,800 	31.79	43.93	48.43	29.45				
DFT-C	0.19	0.75%	 7,330,500 	25.2	25.39	28.69	24.68				
DG	2.2	3.06%	 828,358,100 	71.87	74.07	96.71	66.97				
DGI	12.99	82.95%	 125,521,200 	15.66	28.65	32.55	12.5				
DGX	20.76	29.18%	 279,987,400 	71.14	91.9	92.6	60.54				
DHF	0.28	9.09%	 59,655,500 	3.08	3.36	3.57	2.72				
DHG	1.35	10.34%	 10,194,500 	13.06	14.41	14.42	12.08				
DHI	-4.7	-14.67%	 1,125,625,700 	32.03	27.33	34.41	23.23				
DHR	-15.04	-16.19%	 781,842,200 	92.88	77.84	102.32	75.86				
DHT	-3.95	-48.83%	 596,248,000 	8.09	4.14	8.09	3.38				
DHX	-2.92	-31.84%	 79,313,000 	9.17	6.25	9.55	5.15				
DIAX	0.64	4.46%	 22,895,000 	14.36	15	15.1	12.38				
DIN	-7.67	-9.06%	 50,549,600 	84.67	77	96.96	75.28				
DIS	-0.86	-0.82%	 2,063,809,000 	105.08	104.22	106.6	88.85				
DK	-0.53	-2.15%	 299,918,700 	24.6	24.07	24.89	11.88				
DKL	-7.14	-20.01%	 16,697,400 	35.69	28.55	35.69	21.55				
DKS	17.75	50.21%	 509,596,700 	35.35	53.1	62.25	34.24				
DKT	-1.9	-7.00%	 68,403,500 	27.16	25.26	27.41	22.33				
DL	-3.51	-23.89%	 15,147,700 	14.69	11.18	15.2	9.02				
DLB	11.54	34.29%	 117,024,700 	33.65	45.19	54.96	30.5				
DLN-A	6.38	33.76%	 5,277,600 	18.9	25.28	25.75	14.8				
DLNG	6.28	64.74%	 40,843,200 	9.7	15.98	16.01	6.86				
DLPH	-18.38	-21.44%	 635,896,600 	85.73	67.35	85.73	57.01				
DLR	22.64	29.94%	 433,685,700 	75.62	98.26	112.1	72.5				
DLR-F	-1.04	-3.98%	 3,458,800 	26.16	25.12	27.34	24.88				
DLR-G	-1.02	-4.09%	 5,710,500 	24.95	23.93	26.55	23.13				
DLR-H	0.21	0.78%	 10,665,400 	26.94	27.15	29.4	26.1				
DLR-I	-0.62	-2.41%	 10,607,500 	25.68	25.06	27.98	24.25				
DLX	17.07	31.30%	 72,189,000 	54.54	71.61	73.04	51				
DM	-1.11	-3.62%	 50,995,500 	30.66	29.55	35.25	23.5				
DMB	-0.14	-1.13%	 17,629,500 	12.38	12.24	14.64	11.99				
DMO	-0.76	-3.23%	 15,753,000 	23.55	22.79	24.86	21.2				
DNB	17.39	16.73%	 62,628,400 	103.93	121.32	140.73	87.91				
DNI	0.84	7.63%	 10,724,800 	11.01	11.85	12.09	9.48				
DNOW	4.65	29.39%	 311,084,700 	15.82	20.47	23.21	12.48				
DNP	1.27	14.17%	 78,782,600 	8.96	10.23	10.78	8.69				
DNR	1.66	82.18%	 3,189,586,900 	2.02	3.68	4.68	0.95				
DO	-3.4	-16.11%	 723,582,000 	21.1	17.7	26.11	14.8				
DOC	2.1	12.46%	 338,442,800 	16.86	18.96	22.02	15.86				
DOOR	4.57	7.46%	 60,647,200 	61.23	65.8	72.26	45.6				
DOV	13.62	22.21%	 374,624,100 	61.31	74.93	77.13	52.65				
DOW	5.74	11.15%	 1,765,862,300 	51.48	57.22	59.08	41.32				
DPG	0.77	5.23%	 42,614,300 	14.73	15.5	17.65	11.95				
DPLO	-21.62	-63.18%	 207,759,700 	34.22	12.6	37.76	12.5				
DPM	13.71	55.57%	 140,979,700 	24.67	38.38	39.07	15.6				
DPS	-2.53	-2.71%	 346,570,000 	93.2	90.67	98.51	82.38				
DPZ	47.99	43.14%	 195,695,600 	111.25	159.24	172.26	104.16				
DQ	2.65	15.92%	 18,277,500 	16.65	19.3	26.95	12.4				
DRA	0.08	0.52%	 20,121,000 	15.51	15.59	17.69	13.5				
DRD	3.69	230.63%	 133,780,600 	1.6	5.29	8.82	1.6				
DRE	5.54	26.36%	 669,319,200 	21.02	26.56	28.79	18.76				
DRH	1.88	19.48%	 677,456,300 	9.65	11.53	11.53	7.77				
DRI	9.08	14.27%	 482,685,400 	63.64	72.72	78.94	57.14				
DRQ	0.82	1.38%	 121,883,900 	59.23	60.05	65.65	47.5				
DRUA	-2.85	-11.38%	 32,770,700 	25.05	22.2	25.94	21.09				
DS	-0.33	-8.07%	 2,791,000 	4.09	3.76	4.09	3.76				
DSE	1.6	26.76%	 29,238,200 	5.98	7.58	8.31	3.25				
DSL	2.77	17.08%	 112,069,600 	16.22	18.99	19.5	15.04				
DSM	-0.03	-0.37%	 30,570,800 	8.07	8.04	9.17	7.92				
DST	-6.91	-6.06%	 61,239,500 	114.06	107.15	125.81	94.93				
DSU	1.23	12.17%	 119,091,500 	10.11	11.34	11.34	9.42				
DSW	-1.21	-5.07%	 458,727,500 	23.86	22.65	28.34	19.2				
DSX	-1.33	-30.57%	 165,322,000 	4.35	3.02	4.47	2.02				
DSX-B	2.16	15.16%	 3,645,200 	14.25	16.41	18.52	9.5				
DSXN	1.59	8.36%	 1,634,000 	19.03	20.62	23.4	14.35				
DTE	18.32	22.85%	 278,025,900 	80.19	98.51	100.1	78.38				
DTF	-0.68	-4.50%	 5,381,800 	15.11	14.43	16.99	14.15				
DTJ	-2.36	-9.48%	 13,452,300 	24.9	22.54	26.14	21.85				
DTK	-1.48	-5.60%	 96,783,200 	26.44	24.96	26.66	21.65				
DTL.P	2.86	14.87%	 3,846,600 	19.23	22.09	22.3	17.83				
DTQ	-0.87	-3.51%	 4,062,400 	24.81	23.94	26.03	22.51				
DTV	2.3	4.54%	 6,292,500 	50.7	53	53.99	50.47				
DTY	1.1	4.47%	 2,350,900 	24.6	25.7	25.7	24.49				
DTZ	-1.43	-5.39%	 8,958,600 	26.55	25.12	26.86	24.98				
DUC	0.25	2.72%	 9,776,900 	9.19	9.44	9.91	9.1				
DUK	6.23	8.73%	 837,276,800 	71.39	77.62	87.23	71.04				
DUKH	-1.73	-6.74%	 8,765,900 	25.66	23.93	27.17	23.3				
DV	5.89	23.27%	 232,255,100 	25.31	31.2	32.5	15.84				
DVA	-5.51	-7.90%	 383,978,500 	69.71	64.2	78.44	55.16				
DVD	-0.03	-1.29%	 3,694,400 	2.33	2.3	2.5	1.98				
DVMT	6.97	14.52%	 220,744,200 	48	54.97	57.29	46.72				
DVN	13.67	42.72%	 2,361,469,400 	32	45.67	48.33	18.65				
DW	46.86	76.96%	 50,668,700 	60.89	107.75	112.95	52.85				
DX	0.47	7.40%	 62,900,400 	6.35	6.82	7.58	5.5				
DX-A	1.73	7.42%	 1,061,700 	23.33	25.06	25.6	21.5				
DX-B	2.02	9.24%	 1,334,200 	21.87	23.89	24.96	19.54				
DXB	-1.69	-6.59%	 53,642,500 	25.66	23.97	25.69	20.09				
DY	10.33	14.77%	 202,448,800 	69.96	80.29	96.76	48.61				
DYN	-4.94	-36.87%	 899,999,600 	13.4	8.46	21.51	7.34				
DYN-A	-18.67	-36.85%	 7,513,800 	50.67	32	75.84	29.5				
DYN.W	-0.43	-91.49%	 7,575,100 	0.47	0.04	0.7	0.04				
DYNC	-38.86	-38.48%	 4,929,200 	101	62.14	111.67	58.72				
E	2.44	8.19%	 117,078,300 	29.8	32.24	33.33	25				
EAB	-3.23	-12.92%	 6,576,200 	25	21.77	26.28	21.19				
EAE	-3.65	-14.80%	 2,815,000 	24.66	21.01	26.05	20.71				
EAI	-3.72	-14.95%	 15,266,500 	24.89	21.17	25.03	20.86				
EARN	0.66	5.34%	 9,501,100 	12.35	13.01	14.43	10.13				
EAT	1.58	3.30%	 332,615,500 	47.95	49.53	55.19	43.83				
EBF	-1.9	-9.87%	 40,526,700 	19.25	17.35	21.5	14.6				
EBR	5.5	404.41%	 64,003,200 	1.36	6.86	7.54	1.14				
EBR.B	5.3	205.43%	 16,496,200 	2.58	7.88	8.67	1.99				
EBS	-7.17	-17.92%	 139,423,100 	40.01	32.84	44.22	24.6				
EC	2.04	29.10%	 293,810,700 	7.01	9.05	10.04	5.4				
ECA	6.65	130.65%	 4,105,117,800 	5.09	11.74	12.88	3.01				
ECC	0.28	1.70%	 8,697,500 	16.43	16.71	19.05	13.52				
ECCA	0.35	1.38%	 975,900 	25.39	25.74	26.67	23.49				
ECCB	-0.09	-0.35%	 565,300 	25.54	25.45	25.92	25.25				
ECCZ	0.85	3.42%	 2,115,900 	24.85	25.7	26.25	22.35				
ECL	2.84	2.48%	 284,477,200 	114.38	117.22	124.05	100.14				
ECOM	0.5	3.61%	 30,689,600 	13.85	14.35	15.76	10.41				
ECR	0.85	46.70%	 327,713,100 	1.82	2.67	4.32	0.7				
ECT	0.64	42.38%	 15,936,300 	1.51	2.15	2.59	0.98				
ED	9.41	14.64%	 508,875,300 	64.27	73.68	81.67	64.27				
EDD	0.37	5.44%	 75,135,600 	6.8	7.17	8.49	6.07				
EDE	6.02	21.45%	 73,595,300 	28.07	34.09	34.46	26.55				
EDF	2.59	21.49%	 23,705,000 	12.05	14.64	16.65	9.97				
EDI	2.38	20.93%	 17,030,100 	11.37	13.75	15.6	9.41				
EDN	10.32	58.87%	 13,321,700 	17.53	27.85	27.98	13.44				
EDR	4.42	11.67%	 180,186,400 	37.88	42.3	48.47	35.63				
EDU	10.73	34.20%	 365,906,100 	31.37	42.1	53.06	27.48				
EE	8	20.78%	 52,999,300 	38.5	46.5	48.62	37.31				
EEA	-0.34	-4.22%	 3,756,200 	8.06	7.72	8.23	7.04				
EEP	2.41	10.45%	 321,786,400 	23.07	25.48	26.31	14.72				
EEQ	3.57	15.99%	 72,358,700 	22.33	25.9	26.19	14.65				
EFC	-1.26	-7.51%	 20,598,000 	16.78	15.52	18.07	15.48				
EFF	2.99	21.13%	 7,592,800 	14.15	17.14	17.14	12.92				
EFR	2.32	18.69%	 28,790,000 	12.41	14.73	14.77	11.43				
EFT	2.26	17.88%	 32,543,700 	12.64	14.9	14.9	11.69				
EFX	6.86	6.16%	 191,767,100 	111.37	118.23	136.43	93.22				
EGF	-0.46	-3.37%	 3,314,200 	13.65	13.19	13.97	13.1				
EGIF	1.06	6.99%	 6,145,800 	15.16	16.22	17.81	13.39				
EGL	1.22	3.76%	 45,031,300 	32.48	33.7	38.9	11.6				
EGN	16.68	40.69%	 396,103,100 	40.99	57.67	62.07	22.9				
EGO	0.25	8.42%	 1,655,650,600 	2.97	3.22	5.07	2.1				
EGP	18.23	32.78%	 49,080,400 	55.61	73.84	75.17	50.11				
EGY	-0.56	-35.00%	 68,100,000 	1.6	1.04	1.69	0.7				
EHI	1.11	12.73%	 38,308,400 	8.72	9.83	10.4	7.67				
EHIC	-3.53	-28.04%	 24,590,300 	12.59	9.06	13.7	8.32				
EHT	-0.1	-1.00%	 8,404,100 	10.02	9.92	10.2	9.81				
EIG	12.3	45.05%	 40,801,700 	27.3	39.6	39.6	22.82				
EIX	12.78	21.58%	 471,804,600 	59.21	71.99	78.55	58.28				
EL	-11.57	-13.14%	 429,597,800 	88.06	76.49	97.13	75.84				
ELC	-3.59	-14.52%	 11,716,200 	24.72	21.13	25	20.62				
ELF	2.44	9.21%	 38,482,700 	26.5	28.94	31.74	24.6				
ELJ	-2.11	-8.24%	 5,233,900 	25.6	23.49	26.63	23.3				
ELLI	23.45	38.93%	 155,507,900 	60.23	83.68	107.15	59.21				
ELP	2.61	44.46%	 131,609,500 	5.87	8.48	11.78	4.26				
ELS	5.43	8.14%	 108,654,100 	66.67	72.1	83.16	63.8				
ELS-C	-0.35	-1.37%	 660,600 	25.5	25.15	26.75	24.9				
ELU	-3.23	-13.55%	 3,833,800 	23.84	20.61	26.15	20.61				
ELY	1.54	16.35%	 221,632,700 	9.42	10.96	12.5	8.1				
EMD	4.98	51.18%	 34,952,100 	9.73	14.71	14.81	8.84				
EME	22.72	47.29%	 97,372,800 	48.04	70.76	73.04	42.47				
EMES	7.68	165.87%	 152,565,800 	4.63	12.31	15.24	2.25				
EMF	2.12	21.26%	 13,256,500 	9.97	12.09	13	8.65				
EMG	-2.48	-67.21%	 24,153,700 	3.69	1.21	4.49	1.12				
EMN	7.7	11.41%	 349,210,600 	67.51	75.21	78.21	58.43				
EMO	0.44	3.47%	 36,603,800 	12.67	13.11	13.54	6.93				
EMP	-3.67	-14.80%	 8,115,200 	24.8	21.13	25	20.94				
EMR	7.92	16.56%	 995,039,500 	47.83	55.75	58.26	42.29				
ENB	8.93	26.91%	 443,694,900 	33.19	42.12	45.73	28.44				
ENBL	6.53	70.98%	 83,025,600 	9.2	15.73	16.54	5.52				
ENH	28.41	44.40%	 131,718,700 	63.99	92.4	92.6	59.35				
ENH-C	-0.11	-0.43%	 13,039,500 	25.66	25.55	28.37	24.65				
ENI.P	1.61	24.58%	 333,900 	6.55	8.16	8.47	6.34				
ENIA	0.61	8.03%	 143,942,900 	7.6	8.21	9.11	7.6				
ENIC	-1.63	-26.38%	 84,149,300 	6.18	4.55	6.37	4.39				
ENJ	-3	-11.84%	 575,700 	25.33	22.33	28.1	22.25				
ENLC	3.96	26.24%	 146,854,400 	15.09	19.05	19.25	7.13				
ENLK	1.84	11.10%	 222,261,000 	16.58	18.42	19.03	7.71				
ENO	-2.36	-9.18%	 5,356,400 	25.71	23.35	27.66	22.66				
ENR	10.55	30.97%	 160,436,500 	34.06	44.61	52.35	30.23				
ENS	22.17	39.64%	 68,782,200 	55.93	78.1	82.71	43.39				
ENV	5.4	18.09%	 76,642,500 	29.85	35.25	40.87	19.64				
ENVA	5.94	89.86%	 63,745,300 	6.61	12.55	13.6	4.97				
ENZ	2.44	54.22%	 49,661,800 	4.5	6.94	7.48	4.06				
EOCC	-7.88	-28.84%	 22,731,000 	27.32	19.44	28.08	18.51				
EOD	-0.47	-7.94%	 56,615,600 	5.92	5.45	6.29	5.15				
EOG	30.31	42.82%	 977,235,700 	70.79	101.1	108.01	60.24				
EOI	-1.02	-7.60%	 34,010,200 	13.42	12.4	13.47	11.3				
EOS	-0.84	-6.16%	 32,665,000 	13.64	12.8	13.8	11.19				
EOT	-0.63	-2.94%	 11,773,600 	21.43	20.8	23.39	20.7				
EP-C	8.05	19.66%	 789,300 	40.95	49	53.75	39.84				
EPAM	-14.31	-18.20%	 114,024,000 	78.62	64.31	78.62	57				
EPC	-5.38	-6.86%	 132,593,800 	78.37	72.99	87.48	69.84				
EPD	1.46	5.71%	 1,380,701,100 	25.58	27.04	29.93	19.79				
EPE	2.17	49.54%	 749,512,800 	4.38	6.55	6.84	1.65				
EPR	13.32	22.79%	 123,434,600 	58.45	71.77	84.46	54.09				
EPR-C	4.46	18.58%	 3,623,500 	24	28.46	32.25	22.55				
EPR-E	4.66	14.93%	 3,374,600 	31.22	35.88	38.89	30.16				
EPR-F	-0.18	-0.71%	 2,413,200 	25.31	25.13	26.97	24.61				
EQC	2.51	9.05%	 214,177,500 	27.73	30.24	31.77	25.41				
EQC-D	0.72	2.90%	 1,818,700 	24.86	25.58	27.25	23.76				
EQCO	-0.63	-2.57%	 5,488,600 	24.51	23.88	26.06	23.45				
EQGP	4.45	21.44%	 41,698,100 	20.76	25.21	27.09	18.28				
EQM	1.22	1.62%	 85,144,600 	75.46	76.68	80.3	59.05				
EQR	-17.23	-21.12%	 573,203,600 	81.59	64.36	81.59	58.81				
EQS	0.22	12.29%	 1,652,800 	1.79	2.01	2.04	1.45				
EQT	13.27	25.46%	 479,568,100 	52.13	65.4	79.33	49.53				
EQY	3.54	13.04%	 254,094,200 	27.15	30.69	33.27	25.57				
ERA	5.82	52.20%	 27,428,000 	11.15	16.97	17.11	7.1				
ERF	6.06	177.19%	 350,601,800 	3.42	9.48	10.07	2.16				
ERJ	-10.29	-34.83%	 313,659,500 	29.54	19.25	30.34	17.17				
EROS	3.9	42.62%	 72,375,400 	9.15	13.05	19.23	6.81				
ES	4.16	8.15%	 436,337,900 	51.07	55.23	60.25	50.58				
ESE	20.51	56.75%	 23,963,200 	36.14	56.65	58.1	32.28				
ESL	8.2	10.12%	 59,277,600 	81	89.2	93.85	51.76				
ESNT	10.48	47.88%	 144,959,300 	21.89	32.37	33.59	16.65				
ESRT	2.12	11.73%	 249,355,200 	18.07	20.19	22.17	14.67				
ESS	-6.91	-2.89%	 111,306,100 	239.41	232.5	240.04	192.26				
ESV	-5.67	-36.84%	 2,481,989,700 	15.39	9.72	15.89	6.64				
ETB	-0.17	-1.02%	 17,004,000 	16.69	16.52	17.58	13.85				
ETE	5.57	40.54%	 3,758,302,000 	13.74	19.31	19.59	4.05				
ETG	-1.45	-9.34%	 49,780,700 	15.52	14.07	15.52	12.87				
ETH	9.03	32.46%	 53,723,100 	27.82	36.85	38.8	23.42				
ETJ	-1.2	-11.81%	 65,292,800 	10.16	8.96	10.16	8.68				
ETM	4.07	36.24%	 19,764,300 	11.23	15.3	16.1	9.12				
ETN	15.05	28.92%	 719,248,500 	52.04	67.09	69.86	47.27				
ETO	-0.51	-2.39%	 11,198,700 	21.32	20.81	22.67	18.14				
ETP	2.08	6.17%	 1,154,563,900 	33.73	35.81	42.85	19.81				
ETR	5.11	7.48%	 351,189,700 	68.36	73.47	82.03	66.56				
ETV	-0.46	-3.01%	 41,070,700 	15.3	14.84	15.3	13.18				
ETW	-1.16	-10.33%	 83,466,000 	11.23	10.07	11.23	9.28				
ETX	1.12	6.06%	 11,172,800 	18.49	19.61	21.61	18.49				
ETY	-0.85	-7.59%	 105,914,400 	11.2	10.35	11.2	9.67				
EURN	-5.76	-42.01%	 233,561,600 	13.71	7.95	13.71	6.7				
EV	9.45	29.14%	 220,398,400 	32.43	41.88	43.62	27.18				
EVA	8.65	47.66%	 29,333,200 	18.15	26.8	28.9	14.09				
EVC	-0.71	-9.21%	 82,995,300 	7.71	7	8.27	5.9				
EVE-A	-0.11	-0.43%	 5,467,900 	25.32	25.21	26.3	23.72				
EVER	3.47	21.71%	 253,755,600 	15.98	19.45	19.45	12.58				
EVF	0.91	15.77%	 27,484,400 	5.77	6.68	6.68	5.22				
EVG	0.45	3.36%	 13,040,900 	13.41	13.86	13.86	12.6				
EVH	2.69	22.21%	 82,211,100 	12.11	14.8	26.69	8.48				
EVH.P	-12.62	-9.56%	 182,300 	132	119.38	135.06	119.38				
EVHC	37.32	143.70%	 686,578,400 	25.97	63.29	71.75	18.97				
EVN	-1.18	-8.59%	 16,768,400 	13.73	12.55	14.98	12.13				
EVR	14.63	27.06%	 103,378,300 	54.07	68.7	71.55	40.61				
EVRI	-2.22	-50.57%	 141,688,100 	4.39	2.17	4.44	1.14				
EVT	1.2	6.20%	 39,588,300 	19.34	20.54	21.23	16.78				
EVTC	1.01	6.03%	 87,902,400 	16.74	17.75	18.5	11.4				
EW	14.72	18.64%	 480,853,800 	78.98	93.7	121.36	74.52				
EXAR	4.65	75.86%	 59,805,400 	6.13	10.78	11.02	4.99				
EXC	7.72	27.80%	 1,542,382,700 	27.77	35.49	37.5	26.78				
EXCU	7.94	19.62%	 22,222,700 	40.47	48.41	50.6	39.48				
EXD	-1.24	-9.86%	 8,801,000 	12.57	11.33	12.65	11.25				
EXG	-0.83	-9.38%	 223,292,000 	8.85	8.02	9.04	7.54				
EXK	2.1	147.89%	 562,571,700 	1.42	3.52	5.83	1.01				
EXP	38.1	63.05%	 177,749,900 	60.43	98.53	102.07	46.85				
EXPR	-6.52	-37.73%	 607,391,900 	17.28	10.76	21.41	10.64				
EXR	-10.97	-12.44%	 295,411,700 	88.21	77.24	94.38	68.78				
EXTN	7.85	48.91%	 44,026,800 	16.05	23.9	24.5	11.35				
EZT	-1.06	-4.04%	 1,395,900 	26.21	25.15	28.18	24.3				
F	-1.96	-13.91%	 9,032,398,200 	14.09	12.13	14.09	11.17				
FAC	-1.34	-56.30%	 7,133,900 	2.38	1.04	2.38	0.79				
FAF	0.73	2.03%	 191,366,100 	35.9	36.63	43.35	32.44				
FAM	1.03	10.17%	 9,892,100 	10.13	11.16	11.9	9.67				
FBC	3.83	16.57%	 45,608,200 	23.11	26.94	29.08	17.49				
FBHS	-2.04	-3.68%	 378,644,600 	55.5	53.46	64.04	45.27				
FBK	5.2	25.06%	 10,334,400 	20.75	25.95	26.4	19.83				
FBP	3.36	103.38%	 236,500,500 	3.25	6.61	6.94	2.08				
FBR	-3.08	-24.27%	 414,224,100 	12.69	9.61	12.69	5.86				
FC	3.41	20.37%	 11,467,300 	16.74	20.15	22	13.86				
FCAU	-4.87	-34.81%	 1,831,803,100 	13.99	9.12	13.99	5.68				
FCB	11.91	33.28%	 59,370,400 	35.79	47.7	48.8	28.71				
FCE.A	-1.09	-4.97%	 400,064,100 	21.93	20.84	24.22	16.67				
FCE.B	5.06	23.14%	 392,800 	21.87	26.93	27.74	16.71				
FCF	5.11	56.34%	 71,437,800 	9.07	14.18	14.25	7.89				
FCFS	-5.83	-11.04%	 21,569,900 	52.83	47	52.83	44.8				
FCH	0.71	9.73%	 303,898,200 	7.3	8.01	8.34	5.76				
FCH-A	-0.24	-0.95%	 4,592,200 	25.15	24.91	25.5	23.4				
FCN	10.42	30.06%	 60,545,400 	34.66	45.08	46.6	30.41				
FCPT	-3.64	-15.07%	 151,872,600 	24.16	20.52	24.16	14.52				
FCT	1.48	11.98%	 17,457,900 	12.35	13.83	13.88	11.72				
FCX	6.42	94.83%	 10,511,104,500 	6.77	13.19	16.21	3.74				
FDC	-1.83	-11.42%	 1,200,612,100 	16.02	14.19	16.02	8.67				
FDEU	-1.64	-9.56%	 20,368,300 	17.16	15.52	17.16	14.11				
FDP	21.75	55.94%	 58,711,300 	38.88	60.63	66.12	38.13				
FDS	0.86	0.53%	 83,300,100 	162.57	163.43	181.52	136.4				
FDX	37.21	24.97%	 430,731,000 	148.99	186.2	201.02	123.18				
FE	-0.76	-2.40%	 1,063,377,800 	31.73	30.97	36.6	30.06				
FEI	2.92	22.09%	 48,111,300 	13.22	16.14	17.24	8.84				
FELP	2.94	83.29%	 45,872,300 	3.53	6.47	7.5	1.08				
FENG	-2.88	-47.84%	 26,403,100 	6.02	3.14	6.02	3.14				
FEO	0.83	6.36%	 5,169,500 	13.06	13.89	16.01	11.76				
FET	9.54	76.57%	 264,377,900 	12.46	22	23.55	8.54				
FF	0.4	2.96%	 33,506,300 	13.5	13.9	16.34	9.82				
FFA	0.31	2.35%	 13,558,700 	13.2	13.51	14.04	11.49				
FFC	-1.21	-6.03%	 33,273,000 	20.05	18.84	22.22	18.55				
FFG	14.51	22.80%	 8,940,500 	63.64	78.15	81.9	56.1				
FGB	1.49	26.75%	 10,045,900 	5.57	7.06	7.47	4.69				
FGL	-1.67	-6.58%	 54,436,400 	25.37	23.7	26.46	21.85				
FGP	-9.83	-59.22%	 146,015,800 	16.6	6.77	20.68	5.21				
FHN	5.49	37.81%	 577,263,700 	14.52	20.01	20.61	11.62				
FHN-A	-0.43	-1.69%	 1,240,900 	25.37	24.94	26.85	24.2				
FHY	1.15	10.33%	 9,405,100 	11.13	12.28	12.34	9.91				
FI	-4.38	-26.24%	 177,139,800 	16.69	12.31	16.93	10.53				
FICO	25.04	26.59%	 52,061,100 	94.18	119.22	132.87	81.01				
FIF	3.46	23.71%	 19,930,700 	14.59	18.05	19.19	10.86				
FIG	-0.23	-4.52%	 240,458,500 	5.09	4.86	5.49	3.92				
FII	-0.37	-1.29%	 215,273,600 	28.65	28.28	32.93	23.29				
FIS	15.04	24.82%	 518,981,900 	60.6	75.64	80.84	56.04				
FIT	-22.27	-75.26%	 2,365,511,900 	29.59	7.32	29.76	7.29				
FIV	0.12	1.20%	 1,858,600 	10	10.12	10.12	10				
FIX	4.88	17.17%	 73,311,600 	28.42	33.3	34.7	24.67				
FL	5.8	8.91%	 620,201,700 	65.09	70.89	79.2	51.79				
FLC	0.7	3.65%	 10,890,100 	19.17	19.87	22.74	18.55				
FLO	-1.52	-7.07%	 635,640,500 	21.49	19.97	21.85	14.6				
FLOW	4.15	14.87%	 98,721,800 	27.91	32.06	32.91	15.76				
FLR	5.3	11.22%	 377,522,200 	47.22	52.52	57.14	41.11				
FLS	5.97	14.19%	 324,569,500 	42.08	48.05	52.32	35.4				
FLT	-1.41	-0.99%	 211,918,300 	142.93	141.52	175.53	113.39				
FLY	-0.35	-2.56%	 56,696,600 	13.65	13.3	14.42	9.78				
FMC	17.43	44.54%	 305,959,000 	39.13	56.56	59	33.53				
FMN	-0.94	-6.30%	 3,390,900 	14.91	13.97	16.65	13.83				
FMO	1.91	14.71%	 45,283,800 	12.98	14.89	15.89	8.42				
FMS	0.37	0.88%	 48,221,900 	41.84	42.21	47.43	38.37				
FMSA	9.44	401.70%	 525,660,400 	2.35	11.79	11.85	1.23				
FMX	-16.14	-17.48%	 141,604,500 	92.35	76.21	100.51	75.49				
FMY	-0.45	-3.09%	 2,038,100 	14.54	14.09	14.7	13.7				
FN	16.48	69.19%	 113,764,600 	23.82	40.3	46.13	21.8				
FNB	2.69	20.16%	 487,451,700 	13.34	16.03	16.4	11.18				
FNB-E	-0.97	-3.32%	 2,110,700 	29.24	28.27	33.42	27.05				
FNF	-0.71	-2.05%	 351,068,200 	34.67	33.96	38.43	29.58				
FNFV	2.47	21.99%	 70,246,200 	11.23	13.7	14.4	8.59				
FNV	14.01	30.62%	 245,510,300 	45.75	59.76	79.72	42.46				
FOE	3.21	28.87%	 163,215,900 	11.12	14.33	15.57	8.62				
FOF	0.74	6.75%	 22,061,400 	10.96	11.7	12.57	9.53				
FOR	2.36	21.57%	 68,766,900 	10.94	13.3	13.74	8.4				
FPF	1.42	6.68%	 56,406,300 	21.27	22.69	23.71	20.24				
FPI	0.19	1.73%	 31,984,100 	10.97	11.16	11.94	10.03				
FPL	2.09	19.41%	 30,778,800 	10.77	12.86	14.43	7.66				
FPO	-0.43	-3.77%	 59,473,000 	11.4	10.97	11.4	8.08				
FPT	-0.8	-5.94%	 2,837,500 	13.46	12.66	14.7	12.61				
FR	5.92	26.75%	 275,038,500 	22.13	28.05	29.61	19.32				
FRA	1.51	11.71%	 33,574,000 	12.9	14.41	14.41	12				
FRC	26.08	39.48%	 243,592,700 	66.06	92.14	92.14	56.59				
FRC-A	-0.88	-3.39%	 4,924,800 	25.98	25.1	26.38	25.09				
FRC-B	-0.64	-2.44%	 3,043,800 	26.19	25.55	27.03	24.93				
FRC-C	-2.13	-8.39%	 4,659,600 	25.38	23.25	26.8	22.45				
FRC-D	-2.13	-8.48%	 4,288,200 	25.12	22.99	26.85	22.1				
FRC-E	-0.6	-2.16%	 3,869,500 	27.81	27.21	28.44	26.32				
FRC-F	-1.8	-7.06%	 4,201,500 	25.5	23.7	27.75	23.02				
